cycle_length,lane1_present_num_vehicles,lane2_present_num_vehicles,lane3_present_num_vehicles,lane4_present_num_vehicles,lane1_upcoming_num_vehicles,lane2_upcoming_num_vehicles,lane3_upcoming_num_vehicles,lane4_upcoming_num_vehicles,ew_present_waiting_times,ns_present_waiting_times,ew_upcoming_waiting_times,ns_upcoming_waiting_times,time_of_day,flow_ratios,ew_present_green_time,ns_present_green_time,ew_upcoming_green_time,ns_upcoming_green_time
120,71,5,72,48,31,37,47,26,11,114.66903117793198,81.81280567751793,78.58500785835928,23,0.6309201826971271,114.66903117793198,81.81280567751793,78.58500785835928,62.573752526021906
120,31,37,47,26,36,11,58,6,18,45.81046473651127,37.816842037979,46.71738478939271,7,0.7791549968317955,45.81046473651127,37.816842037979,46.71738478939271,10.665684593220538
120,36,11,58,6,54,56,66,11,11,52.41981314006011,10.20077844400547,54.84631246866848,7,0.8431324327765235,52.41981314006011,10.20077844400547,54.84631246866848,43.55379144935935
120,54,56,66,11,65,15,16,20,46,94.4032946714784,82.6136059282446,97.86678729396331,16,0.43618966922882,94.4032946714784,82.6136059282446,97.86678729396331,38.69176464759661
120,65,15,16,20,55,31,5,48,29,90.0592476359071,31.767346269766772,76.56542300540973,22,0.7335577463323373,90.0592476359071,31.767346269766772,76.56542300540973,69.26279248140187
120,55,31,5,48,23,18,37,69,26,132.95159918250124,120.31718860132426,74.22629383251966,16,0.308123552582533,132.95159918250124,120.31718860132426,74.22629383251966,163.07203416929738
120,23,18,37,69,25,50,68,73,34,69.66959366533716,130.23758678889558,131.4289704000644,6,0.5443610591844557,69.66959366533716,130.23758678889558,131.4289704000644,140.6736198056684
120,25,50,68,73,9,14,72,65,28,53.35865836691549,45.461485090920725,60.42878068666167,17,0.9507492149326262,53.35865836691549,45.461485090920725,60.42878068666167,43.51513264759852
120,9,14,72,65,46,28,18,34,51,93.20912108069933,91.09823059138236,60.375012909399,18,0.46103948494063857,93.20912108069933,91.09823059138236,60.375012909399,53.299250009929395
120,46,28,18,34,65,65,18,46,17,106.68773280702048,79.35642141479127,152.8999749067571,9,0.3233880070770311,106.68773280702048,79.35642141479127,152.8999749067571,137.86506636588948
120,65,65,18,46,26,22,13,29,20,116.0692268170716,137.38104359903687,62.958069112155236,17,0.31691668591528055,116.0692268170716,137.38104359903687,62.958069112155236,55.34345100509596
120,26,22,13,29,25,13,30,61,22,51.58711756560626,58.89191008607191,61.19896192615697,0,0.5149828560961893,51.58711756560626,58.89191008607191,61.19896192615697,121.51049315407639
120,25,13,30,61,74,21,53,36,22,80.01807478615045,164.4676558044801,202.88796726272847,15,0.3801410523671921,80.01807478615045,164.4676558044801,202.88796726272847,104.84608810651696
120,74,21,53,36,5,62,21,54,18,137.5481861029746,73.35490524713637,42.44628456184961,4,0.5415366431884832,137.5481861029746,73.35490524713637,42.44628456184961,116.61133501707118
120,5,62,21,54,9,17,72,14,14,17.562604320107095,46.19757877189313,54.4196513851666,7,0.7751085631088821,17.562604320107095,46.19757877189313,54.4196513851666,15.123911748299077
120,9,17,72,14,16,54,64,26,27,80.42501454651995,22.6917402730321,71.42348883278046,11,0.9105278122666962,80.42501454651995,22.6917402730321,71.42348883278046,62.877435351529
120,16,54,64,26,50,10,7,45,49,224.56947256487265,198.64177860485495,183.4629268715495,21,0.28813322515570094,224.56947256487265,198.64177860485495,183.4629268715495,165.35090049075356
120,50,10,7,45,38,55,29,51,23,62.52028056766812,58.35926653928472,49.559376558392,19,0.8147265995446931,62.52028056766812,58.35926653928472,49.559376558392,69.98527745235452
120,38,55,29,51,53,40,25,18,43,136.5280744699398,201.3209851931467,197.48810049404707,12,0.28278422763455024,136.5280744699398,201.3209851931467,197.48810049404707,151.32500972990215
120,53,40,25,18,49,29,16,7,31,65.49119993486707,54.49360860972221,70.06300970441352,16,0.5035474178378723,65.49119993486707,54.49360860972221,70.06300970441352,36.02835308610604
120,49,29,16,7,31,15,58,57,57,34.096882874230204,17.881324151043316,33.955911528008535,9,0.9972384578058815,34.096882874230204,17.881324151043316,33.955911528008535,40.07516571415104
120,31,15,58,57,30,48,5,20,42,229.60255652063492,235.06022647562125,129.42674745514395,1,0.2549421900440898,229.60255652063492,235.06022647562125,129.42674745514395,194.74931518293783
120,30,48,5,20,51,18,5,65,33,80.73321845946936,144.31976850013547,146.99749907963172,17,0.21830482658285197,80.73321845946936,144.31976850013547,146.99749907963172,200.63438203074443
120,51,18,5,65,60,33,49,32,38,111.12666944945812,144.76679453550776,135.74030378496138,2,0.4669189334167052,111.12666944945812,144.76679453550776,135.74030378496138,77.46309542125037
120,60,33,49,32,67,54,50,39,22,35.89235898956054,24.69848038680853,52.96479215941179,17,0.9608966633141154,35.89235898956054,24.69848038680853,52.96479215941179,35.14899794954709
120,67,54,50,39,52,9,52,6,59,313.09108249870445,265.61900867612985,253.98746222384577,19,0.21603071563497195,313.09108249870445,265.61900867612985,253.98746222384577,54.36011553639139
120,52,9,52,6,65,73,11,65,36,139.30458404595242,30.764099517943233,173.4189350333377,19,0.37816921058153385,139.30458404595242,30.764099517943233,173.4189350333377,201.70622820079242
120,65,73,11,65,30,61,14,60,10,95.73392126320313,111.74171532798827,49.54120327249316,20,0.6825299130585624,95.73392126320313,111.74171532798827,49.54120327249316,91.85043242601529
120,30,61,14,60,40,30,19,59,16,78.31884391903803,161.53759149799592,111.43533813361718,2,0.38700267552148343,78.31884391903803,161.53759149799592,111.43533813361718,158.02549328078902
120,40,30,19,59,5,10,44,22,13,165.22783717857803,251.01370169733153,193.58630598130244,21,0.24304609105172104,165.22783717857803,251.01370169733153,193.58630598130244,100.19712574728305
120,5,10,44,22,12,20,15,53,19,109.3194789756087,72.1714929927984,43.543200936476126,9,0.24195576333189292,109.3194789756087,72.1714929927984,43.543200936476126,135.7989539178262
120,12,20,15,53,56,64,60,46,49,25.622197357478523,83.15620719763137,96.84659978979566,10,0.6473274747575437,25.622197357478523,83.15620719763137,96.84659978979566,103.71037204806481
120,56,64,60,46,51,16,50,11,44,94.57660131094607,103.26387146388977,83.68330468749865,3,0.6495151277327884,94.57660131094607,103.26387146388977,83.68330468749865,28.81792558396055
120,51,16,50,11,60,7,49,8,48,69.05106651266975,24.36269183941223,79.63115401864088,22,0.7651790536660863,69.05106651266975,24.36269183941223,79.63115401864088,14.436626957821414
120,60,7,49,8,18,67,17,47,25,197.71821836173706,36.08167336631846,60.74454917683705,3,0.30539290527655755,197.71821836173706,36.08167336631846,60.74454917683705,222.42673796278157
120,18,67,17,47,32,68,31,63,36,31.80593345566174,113.27904897996844,59.00783414795262,14,0.5998813543527215,31.80593345566174,113.27904897996844,59.00783414795262,116.3061403176753
120,32,68,31,63,6,66,54,53,29,48.45633304191902,102.31127436617386,84.43875072654703,15,0.6807593345233554,48.45633304191902,102.31127436617386,84.43875072654703,101.17249943528532
120,6,66,54,53,30,10,65,64,19,143.84468609340075,181.8412950854932,181.09492764447924,6,0.3779006866966613,143.84468609340075,181.8412950854932,181.09492764447924,178.41141138181
120,30,10,65,64,18,23,17,10,54,104.60098044081175,105.56332207145523,33.49689914872063,0,0.6378741374108237,104.60098044081175,105.56332207145523,33.49689914872063,37.732114959569415
120,18,23,17,10,63,22,16,24,42,25.58058829945914,31.282003353170747,83.74615921576553,12,0.766590673557128,25.58058829945914,31.282003353170747,83.74615921576553,35.494759026733796
120,63,22,16,24,60,47,33,35,16,42.97212302062131,15.929926582896453,34.914583521506444,16,0.9926725033311898,42.97212302062131,15.929926582896453,34.914583521506444,29.04691417187788
120,60,47,33,35,11,7,24,26,51,91.1582090646355,73.96767422052959,39.14166733688068,20,0.677138163984703,91.1582090646355,73.96767422052959,39.14166733688068,40.35397396151942
120,11,7,24,26,7,42,35,36,53,29.648063773585164,30.730305610063187,40.90869161698153,23,0.8889526375399386,29.648063773585164,30.730305610063187,40.90869161698153,49.29204618462311
120,7,42,35,36,27,72,12,51,55,28.54020394402417,33.15807604410123,21.214435300032633,7,0.86693819958286,28.54020394402417,33.15807604410123,21.214435300032633,54.34877775648903
120,27,72,12,51,22,48,28,38,31,29.904984975886972,77.10854251782627,33.260596730514834,5,0.9522135181154479,29.904984975886972,77.10854251782627,33.260596730514834,52.07189201588036
120,22,48,28,38,42,67,43,31,52,38.56916775189316,63.5898888194115,58.41785920280649,5,0.7784444775908468,38.56916775189316,63.5898888194115,58.41785920280649,88.98997293788466
120,42,67,43,31,19,46,37,48,26,87.3153378889331,111.12071556822863,61.9631171249467,17,0.37048033071288017,87.3153378889331,111.12071556822863,61.9631171249467,86.93942947984968
120,19,46,37,48,68,68,46,34,18,85.28377792657399,113.73503593620846,160.77045176997342,3,0.43847290212812373,85.28377792657399,113.73503593620846,160.77045176997342,163.12222256166166
120,68,68,46,34,32,58,19,37,49,84.60060911362054,86.38063956930156,42.97814214958062,14,0.8277479708756734,84.60060911362054,86.38063956930156,42.97814214958062,72.21854429262596
120,32,58,19,37,43,41,72,31,19,39.94424917616876,66.35617977692593,89.08773528713375,7,0.6166581977249881,39.94424917616876,66.35617977692593,89.08773528713375,41.59395390569816
120,43,41,72,31,61,8,69,60,45,181.78011691775558,111.32143353516527,177.61576705627402,1,0.4010469175652789,181.78011691775558,111.32143353516527,177.61576705627402,158.48921911761002
120,61,8,69,60,21,6,36,27,40,97.12829108717098,87.57666767363766,54.01098525524935,21,0.725336271801327,97.12829108717098,87.57666767363766,54.01098525524935,39.924663166438066
120,21,6,36,27,48,48,15,47,40,30.432976694498283,23.294387705659503,34.399946516239936,18,0.925228721106971,30.432976694498283,23.294387705659503,34.399946516239936,40.65338466906425
120,48,48,15,47,29,71,41,58,14,99.43457510393306,103.7063038591297,89.52109809423264,22,0.4861518870109356,99.43457510393306,103.7063038591297,89.52109809423264,150.52094724594596
120,29,71,41,58,21,72,23,72,27,38.802618772564706,62.40334243680435,26.957994643415724,8,0.6769958911979548,38.802618772564706,62.40334243680435,26.957994643415724,61.652687454122926
120,21,72,23,72,17,66,55,57,15,35.32604527266048,110.00435703022232,88.18206524265574,23,0.6652004247052009,35.32604527266048,110.00435703022232,88.18206524265574,103.62732013150632
120,17,66,55,57,29,5,38,44,51,184.92299597787195,228.0937449723399,137.4078481060558,11,0.30157973610672806,184.92299597787195,228.0937449723399,137.4078481060558,152.76878918760036
120,29,5,38,44,72,21,64,64,59,88.96437143879072,121.47805309486641,169.13216706150808,7,0.2721959912871847,88.96437143879072,121.47805309486641,169.13216706150808,184.39736885802765
120,72,21,64,64,14,20,57,13,37,55.40905975311599,56.44894330662878,43.94032293739852,17,0.9115414156713821,55.40905975311599,56.44894330662878,43.94032293739852,14.98301279885615
120,14,20,57,13,71,13,16,14,52,62.80091178782603,24.26317253248816,76.20025927461825,5,0.9468295131624014,62.80091178782603,24.26317253248816,76.20025927461825,18.59620182389871
120,71,13,16,14,22,57,66,14,33,78.5403022842602,19.08848317026432,72.4299164227551,12,0.9233934305202234,78.5403022842602,19.08848317026432,72.4299164227551,65.35033004934665
120,22,57,66,14,38,63,70,34,14,128.27966183690484,116.59641831462669,141.1415834700244,1,0.5173238355528251,128.27966183690484,116.59641831462669,141.1415834700244,128.83766547236493
120,38,63,70,34,12,13,52,14,37,100.56920218283143,109.70170873562661,92.38191435630338,17,0.4300960733868019,100.56920218283143,109.70170873562661,92.38191435630338,24.321864453607983
120,12,13,52,14,44,16,44,62,12,33.98561391842274,12.405212566959515,28.818919702563853,8,0.9537378219235977,33.98561391842274,12.405212566959515,28.818919702563853,39.89833778458318
120,44,16,44,62,46,45,28,40,27,49.90215837347557,70.90951289948026,54.30455030815302,0,0.906241894779235,49.90215837347557,70.90951289948026,54.30455030815302,52.37084403373494
120,46,45,28,40,45,19,54,48,13,54.39749296837566,55.29894385661237,65.85983024266292,5,0.8558538726088267,54.39749296837566,55.29894385661237,65.85983024266292,59.377332000872975
120,45,19,54,48,10,70,72,61,49,117.99558891824493,108.6069695954633,159.49113370409975,13,0.46734800095404827,117.99558891824493,108.6069695954633,159.49113370409975,157.75587565330025
120,10,70,72,61,56,15,47,47,58,104.1666646761864,103.66203500232388,83.94606316492784,5,0.7109940890245527,104.1666646761864,103.66203500232388,83.94606316492784,70.30193148853473
120,56,15,47,47,30,12,21,27,51,44.12112717991869,41.2833340837462,24.022381542982775,17,0.8003362206044409,44.12112717991869,41.2833340837462,24.022381542982775,23.768302579307395
120,30,12,21,27,68,59,59,8,41,47.441036719183764,43.22398488322458,105.04754914097775,10,0.6609234370564839,47.441036719183764,43.22398488322458,105.04754914097775,94.52141633811028
120,68,59,59,8,63,10,38,16,41,101.81475080922243,91.6513301543453,97.01167387508512,6,0.6816034666395814,101.81475080922243,91.6513301543453,97.01167387508512,28.324642707688948
120,63,10,38,16,60,57,74,53,28,79.62683590608891,23.84847472383496,93.07791353064538,3,0.8053502263038137,79.62683590608891,23.84847472383496,93.07791353064538,75.43055673442223
120,60,57,74,53,63,24,64,28,38,92.86917244061375,74.71430766412506,82.41175641292624,3,0.8134623852746214,92.86917244061375,74.71430766412506,82.41175641292624,38.54135577114881
120,63,24,64,28,74,43,55,17,42,165.38241232300348,79.7051760074642,192.780548048846,10,0.3919589323153549,165.38241232300348,79.7051760074642,192.780548048846,119.34439818196027
120,74,43,55,17,37,38,39,72,11,89.51599747479116,54.40917068217216,48.07415551133847,17,0.5125397753484715,89.51599747479116,54.40917068217216,48.07415551133847,97.74039227466487
120,37,38,39,72,57,61,38,38,20,48.27573359043508,89.69206407724805,73.57990614372906,14,0.8249475373109929,48.27573359043508,89.69206407724805,73.57990614372906,77.62309143581568
120,57,61,38,38,26,23,20,13,56,90.6704876564835,97.308471144938,49.69684133439098,8,0.40915800624891374,90.6704876564835,97.308471144938,49.69684133439098,45.58971176183717
120,26,23,20,13,25,35,22,14,42,29.982779894664063,26.164675055397566,28.118599036100708,15,0.9324751727848926,29.982779894664063,26.164675055397566,28.118599036100708,38.9404413484682
120,25,35,22,14,74,44,42,69,50,31.198863992372722,41.738352788940446,87.03555505687028,11,0.8711146199600177,31.198863992372722,41.738352788940446,87.03555505687028,83.56064237179223
120,74,44,42,69,74,18,47,58,49,83.20385119089747,79.45770245376006,84.72673631358546,13,0.9163649647503282,83.20385119089747,79.45770245376006,84.72673631358546,67.52989585719351
120,74,18,47,58,8,41,36,47,10,169.51153612998542,140.94407809756893,89.26903229243892,14,0.437839935039033,169.51153612998542,140.94407809756893,89.26903229243892,111.808616453937
120,8,41,36,47,66,48,11,63,51,129.26879600644844,171.90186791985232,240.9128860744814,21,0.2840936083244355,129.26879600644844,171.90186791985232,240.9128860744814,233.80353731500884
120,66,48,11,63,66,13,50,63,26,236.61718435156374,236.45180791679815,247.13977474740364,12,0.28047250430039156,236.61718435156374,236.45180791679815,247.13977474740364,236.97793743659014
120,66,13,50,63,28,62,65,71,59,105.31906336265585,102.98187728703155,105.96711081242174,6,0.6447260317913268,105.31906336265585,102.98187728703155,105.96711081242174,115.42265097620542
120,28,62,65,71,59,24,22,65,25,147.49081706032254,167.11451025736844,141.09739022916116,3,0.44447235256616696,147.49081706032254,167.11451025736844,141.09739022916116,153.2956865717806
120,59,24,22,65,13,54,44,42,11,144.16613612291198,165.42947372121813,115.37503282857153,13,0.4108173468022119,144.16613612291198,165.42947372121813,115.37503282857153,137.21402877087343
120,13,54,44,42,7,24,54,12,58,119.32542761383878,148.85202345222137,150.3283532441405,15,0.37792431517571673,119.32542761383878,148.85202345222137,150.3283532441405,71.02119636066453
120,7,24,54,12,35,40,9,69,13,83.76808719577163,41.12977644679819,55.9293231158956,0,0.6496780883902136,83.76808719577163,41.12977644679819,55.9293231158956,109.00291090594742
120,35,40,9,69,44,31,58,9,41,42.66670633337088,84.17274221072942,66.88703400835057,8,0.6384761853955532,42.66670633337088,84.17274221072942,66.88703400835057,36.532334828486135
120,44,31,58,9,40,36,62,47,16,108.63672867036517,63.06870865388585,118.42717987342948,12,0.5378501435934147,108.63672867036517,63.06870865388585,118.42717987342948,93.30629429551912
120,40,36,62,47,28,5,26,64,38,117.02781007007745,116.86050180815461,70.54755154179605,16,0.31075202818723113,117.02781007007745,116.86050180815461,70.54755154179605,131.44680339372275
120,28,5,26,64,10,21,42,30,18,30.591342205558128,69.39549215155364,48.00678791591488,19,0.9430358454714278,30.591342205558128,69.39549215155364,48.00678791591488,34.21249175889374
120,10,21,42,30,70,13,53,15,44,79.64094268894665,59.29700619798066,132.0330881248101,22,0.542348769806424,79.64094268894665,59.29700619798066,132.0330881248101,34.25913393800717
120,70,13,53,15,8,49,5,38,14,153.3032296992767,35.59618025368981,17.701208323426318,18,0.2989138359560706,153.3032296992767,35.59618025368981,17.701208323426318,115.1062550224836
120,8,49,5,38,10,70,40,6,59,37.78362461012601,215.2451319675281,184.93037964900645,20,0.22966315132403503,37.78362461012601,215.2451319675281,184.93037964900645,314.04073432105287
120,10,70,40,6,55,36,32,25,30,125.69481446865029,223.6256660435705,181.94915319657267,4,0.3220746387128502,125.69481446865029,223.6256660435705,181.94915319657267,120.87279068161389
120,55,36,32,25,66,49,39,30,26,126.95655969064417,88.59575796386295,155.21765952696617,23,0.4377009854113892,126.95655969064417,88.59575796386295,155.21765952696617,119.70945433710403
120,66,49,39,30,61,13,64,9,48,58.84377364381396,52.154744591856925,58.007496674350335,8,0.7040748182574317,58.84377364381396,52.154744591856925,58.007496674350335,16.90665780141456
120,61,13,64,9,70,34,66,13,23,66.67351769548678,16.64314041667009,72.49850450027216,0,0.9767485362649919,66.67351769548678,16.64314041667009,72.49850450027216,38.43429400074095
120,70,34,66,13,12,42,50,54,41,169.65279178634262,89.88970988554068,124.2107653416646,1,0.41765414080473606,169.65279178634262,89.88970988554068,124.2107653416646,135.5041205022618
120,12,42,50,54,30,64,65,14,24,61.3074660810112,67.98143667154264,81.5387777388917,13,0.8318434174651677,61.3074660810112,67.98143667154264,81.5387777388917,81.01449547063892
120,30,64,65,14,55,5,69,62,30,71.45949353291013,72.45616830904932,77.88750155038784,4,0.92910907037117,71.45949353291013,72.45616830904932,77.88750155038784,70.6249689089106
120,55,5,69,62,49,9,30,14,23,135.5852975077601,127.57619886786807,101.84735455035346,0,0.5132580600419847,135.5852975077601,127.57619886786807,101.84735455035346,32.369094758077686
120,49,9,30,14,48,67,39,40,50,124.20318637690121,40.982498283673976,121.26857279359713,15,0.40261887513982136,124.20318637690121,40.982498283673976,121.26857279359713,172.47390797136114
120,48,67,39,40,9,40,61,60,25,82.21435023031565,117.12345637466473,108.74836790309273,5,0.5928535196473084,82.21435023031565,117.12345637466473,108.74836790309273,106.6428561830492
120,9,40,61,60,74,69,67,66,10,66.99445847759344,68.75410831167649,84.10311406053324,5,0.9173696785658476,66.99445847759344,68.75410831167649,84.10311406053324,79.42019889899302
120,74,69,67,66,30,28,8,41,49,356.8807528313351,348.32676663294677,161.1044813713778,2,0.2087854945115747,356.8807528313351,348.32676663294677,161.1044813713778,204.42901955620047
120,30,28,8,41,72,8,46,45,27,52.257409164307674,72.18632964943586,125.7870984768102,19,0.5893051815536838,52.257409164307674,72.18632964943586,125.7870984768102,82.65046867030202
120,72,8,46,45,23,72,49,52,43,65.96030718983135,44.61033909325539,42.36874941158563,18,0.806076209524109,65.96030718983135,44.61033909325539,42.36874941158563,58.769642859667286
120,23,72,49,52,24,29,43,26,35,73.7131185792612,109.42738118828565,68.6226772003986,4,0.680904343327349,73.7131185792612,109.42738118828565,68.6226772003986,46.02155097835819
120,24,29,43,26,16,11,69,65,45,74.17180846665596,52.21399613340311,118.0201133926995,13,0.5978715068036067,74.17180846665596,52.21399613340311,118.0201133926995,114.62001846806841
120,16,11,69,65,51,17,26,52,30,76.56932442504784,60.33571943529259,55.71703299564481,18,0.6428905611360289,76.56932442504784,60.33571943529259,55.71703299564481,53.95000354666915
120,51,17,26,52,5,72,15,68,10,73.84063297814075,78.47071625407015,25.494310218039026,1,0.6953853263742706,73.84063297814075,78.47071625407015,25.494310218039026,104.81443265651244
120,5,72,15,68,18,47,41,41,36,21.916403608632194,97.65455750186617,59.86756440535464,14,0.7456601235403388,21.916403608632194,97.65455750186617,59.86756440535464,66.02477619398195
120,18,47,41,41,68,61,55,45,20,85.54506532809128,101.19476717909458,145.28082231774025,12,0.4849484690903323,85.54506532809128,101.19476717909458,145.28082231774025,133.05060172597405
120,68,61,55,45,42,40,62,9,47,113.11729133015261,105.02064061267394,106.2447388316552,5,0.6138996375502171,113.11729133015261,105.02064061267394,106.2447388316552,70.46946713579018
120,42,40,62,9,41,18,11,56,23,149.1721716299446,102.95678382662275,103.0334688175848,0,0.41885617078365805,149.1721716299446,102.95678382662275,103.0334688175848,138.84911878405498
120,41,18,11,56,15,31,12,21,37,28.96381662398391,34.208068301513535,11.940004971840137,8,0.9871920419797922,28.96381662398391,34.208068301513535,11.940004971840137,18.322879914535953
120,15,31,12,21,7,41,55,66,36,44.677913685197154,90.8482506336673,161.76142937740627,10,0.34983045374193394,44.677913685197154,90.8482506336673,161.76142937740627,196.7508916837378
120,7,41,55,66,37,29,27,56,31,173.14306141616134,214.56882677020167,126.16377356392772,15,0.3205257808566604,173.14306141616134,214.56882677020167,126.16377356392772,181.02112393828796
120,37,29,27,56,10,71,13,24,30,90.64420633518681,139.45317125650155,38.293595923836655,13,0.41505782059327667,90.64420633518681,139.45317125650155,38.293595923836655,172.97518384479352
120,10,71,13,24,54,8,50,20,33,9.807642294862188,57.18767690507597,35.98306589946634,9,0.9360434004061566,9.807642294862188,57.18767690507597,35.98306589946634,17.162065514041238
120,54,8,50,20,14,20,42,11,28,57.25094382848088,22.35972070939487,44.14261656989018,18,0.727084846467817,57.25094382848088,22.35972070939487,44.14261656989018,19.28062893129261
120,14,20,42,11,9,23,17,70,33,50.45747485782051,25.557879580402453,19.994733979450288,18,0.5647420205467601,50.45747485782051,25.557879580402453,19.994733979450288,81.0094427858741
120,9,23,17,70,27,33,11,16,35,11.817388266315328,46.77532343922752,20.362509188752192,7,0.9403163260558272,11.817388266315328,46.77532343922752,20.362509188752192,24.30269338467347
120,27,33,11,16,14,55,15,47,34,31.04407023727188,37.417178246307,18.17312015524417,15,0.9201177540021521,31.04407023727188,37.417178246307,18.17312015524417,60.68361389850122
120,14,55,15,47,48,22,54,44,54,31.475653232976622,107.08451118256312,108.946577197844,11,0.5212740047482274,31.475653232976622,107.08451118256312,108.946577197844,89.85591167662362
120,48,22,54,44,6,62,71,5,53,85.61042487941936,71.87790447905338,112.67149089874476,5,0.6509127704985539,85.61042487941936,71.87790447905338,112.67149089874476,100.8844327398261
120,6,62,71,5,17,48,45,62,38,78.71495462581912,71.01359543271046,52.236214393633546,2,0.9242991855668612,78.71495462581912,71.01359543271046,52.236214393633546,69.68965842110117
120,17,48,45,62,44,20,33,7,19,99.73843017198139,141.09542530110676,103.64790298877047,5,0.45551892991577275,99.73843017198139,141.09542530110676,103.64790298877047,49.08836411476358
120,44,20,33,7,6,69,41,12,20,84.64545363180764,42.252933423321124,80.05500119171408,5,0.5260297851175528,84.64545363180764,42.252933423321124,80.05500119171408,135.17402961855677
120,6,69,41,12,69,6,60,65,33,50.786416933007395,85.23231519732136,86.95461011053706,2,0.8344116758838849,50.786416933007395,85.23231519732136,86.95461011053706,82.2469280822459
120,69,6,60,65,67,60,20,9,33,92.56974297929553,90.27752039033014,92.79826412984696,11,0.7589110762852997,92.56974297929553,90.27752039033014,92.79826412984696,83.70055927544499
120,67,60,20,9,21,32,48,30,21,281.4782272662488,265.2036671241322,214.16398796486243,10,0.2389203135973461,281.4782272662488,265.2036671241322,214.16398796486243,144.644069137347
120,21,32,48,30,13,69,54,21,16,164.1202188072279,117.08615681184666,189.58955399872372,5,0.2939011492303714,164.1202188072279,117.08615681184666,189.58955399872372,244.25229223532628
120,13,69,54,21,19,9,10,70,49,42.873428503246366,45.980652003698445,18.92890689029446,7,0.877011102510568,42.873428503246366,45.980652003698445,18.92890689029446,58.87992915431369
120,19,9,10,70,28,26,22,55,26,58.99592965324321,181.46293730414342,79.8019360823989,18,0.22379099013272052,58.99592965324321,181.46293730414342,79.8019360823989,188.94244364446828
120,28,26,22,55,42,17,23,51,44,32.11634009456021,60.37005647618555,47.89301296564959,15,0.9359433644455506,32.11634009456021,60.37005647618555,47.89301296564959,56.88512724908857
120,42,17,23,51,39,69,55,44,15,74.15348777291439,73.88361042678643,95.44509750210639,17,0.41740220186829796,74.15348777291439,73.88361042678643,95.44509750210639,114.93735128453783
120,39,69,55,44,53,20,70,31,21,82.08687764424263,105.76879038135291,108.42628379355828,11,0.678703345919295,82.08687764424263,105.76879038135291,108.42628379355828,51.09664522552377
120,53,20,70,31,73,68,7,44,24,108.61720274473771,53.001335638477876,114.67086393000751,14,0.6516647074337378,108.61720274473771,53.001335638477876,114.67086393000751,110.08168300567415
120,73,68,7,44,66,36,58,5,41,143.24840562709818,138.68970223536414,134.59331759654188,6,0.5170030049262127,143.24840562709818,138.68970223536414,134.59331759654188,76.3617563260673
120,66,36,58,5,64,55,53,50,32,294.7385084160202,174.63065728408475,292.9870561767086,11,0.22514953888737557,294.7385084160202,174.63065728408475,292.9870561767086,258.93144315551893
120,64,55,53,50,54,62,32,15,16,181.6027031093122,164.45745814003075,160.7751536554837,23,0.3539770086363476,181.6027031093122,164.45745814003075,160.7751536554837,183.19137631992038
120,54,62,32,15,13,50,42,43,47,80.38707409013675,93.6174758079972,65.37637586050623,12,0.6919787886668749,80.38707409013675,93.6174758079972,65.37637586050623,75.52536887648527
120,13,50,42,43,38,56,32,22,40,59.890580970194534,61.05825265427838,42.42066714579231,16,0.5570982181672657,59.890580970194534,61.05825265427838,42.42066714579231,69.93528075414969
120,38,56,32,22,39,67,36,51,38,73.45370476061979,109.12025014841804,78.8927094985833,12,0.5310696368151386,73.45370476061979,109.12025014841804,78.8927094985833,130.10511492128506
120,39,67,36,51,5,64,45,25,53,83.20683592975013,167.63012481816972,107.68643816878892,16,0.2781623206317189,83.20683592975013,167.63012481816972,107.68643816878892,164.41035641769167
120,5,64,45,25,44,69,40,32,37,96.05099901927913,138.7773041117165,99.0465086911032,10,0.47770194019694334,96.05099901927913,138.7773041117165,99.0465086911032,149.3938572641165
120,44,69,40,32,68,59,40,5,21,71.88698581170925,114.67962249531135,115.20932283377078,0,0.6211444416474149,71.88698581170925,114.67962249531135,115.20932283377078,100.74642438920777
120,68,59,40,5,26,61,70,18,36,261.1893331658326,238.11785866982282,278.9243241336129,10,0.2621541879539291,261.1893331658326,238.11785866982282,278.9243241336129,246.633706252501
120,26,61,70,18,64,30,14,24,13,276.94041209291635,254.61437971418727,265.3390957563758,19,0.2533566020975748,276.94041209291635,254.61437971418727,265.3390957563758,131.67713139906868
120,64,30,14,24,68,16,74,49,30,109.38164656837316,56.03860415734358,127.54008405254865,11,0.5932427065750996,109.38164656837316,56.03860415734358,127.54008405254865,88.97388985653812
120,68,16,74,49,15,50,67,65,18,114.92126611514661,81.24663140903007,107.29780224227342,2,0.649001739072689,114.92126611514661,81.24663140903007,107.29780224227342,105.51870494298568
120,15,50,67,65,18,51,26,31,58,167.87863007038254,168.44782634792008,72.44394925515638,6,0.40611320370048365,167.87863007038254,168.44782634792008,72.44394925515638,129.2029457252878
120,18,51,26,31,64,42,24,60,43,58.596508503456256,113.65182287426008,144.62784284452843,5,0.46061307757251274,58.596508503456256,113.65182287426008,144.62784284452843,137.49256561174087
120,64,42,24,60,34,25,37,56,46,78.71824444057293,75.57801638506578,47.95819838645952,2,0.8374963396309103,78.71824444057293,75.57801638506578,47.95819838645952,69.26387380482429
120,34,25,37,56,39,18,19,72,30,28.03376530515303,37.887669507626576,27.156194425876375,18,0.8953888191993056,28.03376530515303,37.887669507626576,27.156194425876375,61.44461720125356
